Division,Gender,Sport,Year,UNITID,Champion,INSTNM,Champion_NORM,INSTNM_NORM,type_of_match
D2,Women,Volleyball,2023,110592,Cal State LA,California State University-Los Angeles,cal state la,california state university los angeles,alias
D2,Women,Volleyball,2021,137847,Tampa,The University of Tampa,tampa,university of tampa,fuzzy
D2,Women,Volleyball,2019,110510,Cal State San Bernardino,California State University-San Bernardino,cal state san bernardino,california state university san bernardino,alias
D2,Women,Volleyball,2018,137847,Tampa,The University of Tampa,tampa,university of tampa,fuzzy
D2,Women,Volleyball,2017,173328,Concordia-St. Paul,Concordia University-Saint Paul,concordia st paul,concordia university saint paul,alias
D2,Women,Volleyball,2016,173328,Concordia-St. Paul,Concordia University-Saint Paul,concordia st paul,concordia university saint paul,alias
D2,Women,Volleyball,2014,137847,Tampa,The University of Tampa,tampa,university of tampa,fuzzy
D2,Women,Volleyball,2013,173328,Concordia-St. Paul,Concordia University-Saint Paul,concordia st paul,concordia university saint paul,alias
D2,Women,Volleyball,2012,173328,Concordia-St. Paul,Concordia University-Saint Paul,concordia st paul,concordia university saint paul,alias
D2,Women,Volleyball,2011,173328,Concordia-St. Paul,Concordia University-Saint Paul,concordia st paul,concordia university saint paul,alias
D2,Women,Volleyball,2010,173328,Concordia-St. Paul,Concordia University-Saint Paul,concordia st paul,concordia university saint paul,alias
D2,Women,Volleyball,2009,173328,Concordia-St. Paul,Concordia University-Saint Paul,concordia st paul,concordia university saint paul,alias
D2,Women,Volleyball,2008,173328,Concordia-St. Paul,Concordia University-Saint Paul,concordia st paul,concordia university saint paul,alias
D2,Women,Volleyball,2007,173328,Concordia-St. Paul,Concordia University-Saint Paul,concordia st paul,concordia university saint paul,alias
D2,Women,Volleyball,2006,137847,Tampa,The University of Tampa,tampa,university of tampa,fuzzy
D2,Women,Volleyball,2005,170082,Grand Valley State,Grand Valley State University,grand valley state,grand valley state university,fuzzy
D2,Women,Volleyball,2004,132471,Barry,Barry University,barry,barry university,fuzzy
D3,Women,Basketball,2023,157818,Transylvania,Transylvania University,transylvania,transylvania university,fuzzy
D3,Women,Basketball,2022,170301,Hope,Hope College,hope college,hope college,exact
D3,Women,Basketball,2019,157809,Thomas More,Thomas More University,thomas more,thomas more university,alias
D3,Women,Basketball,2018,164465,Amherst,Amherst College,amherst,amherst college,fuzzy
D3,Women,Basketball,2017,164465,Amherst,Amherst College,amherst,amherst college,fuzzy
D3,Women,Basketball,2016,157809,Thomas More,Thomas More University,thomas more,thomas more university,alias
D3,Women,Basketball,2015,157809,Thomas More,Thomas More University,thomas more,thomas more university,alias
D3,Women,Basketball,2013,150400,DePauw,DePauw University,depauw,depauw university,alias
D3,Women,Basketball,2012,145646,Illinois Wesleyan,Illinois Wesleyan University,illinois wesleyan,illinois wesleyan university,fuzzy
D3,Women,Basketball,2011,164465,Amherst,Amherst College,amherst,amherst college,fuzzy
D3,Women,Basketball,2009,208822,George Fox,George Fox University,george fox,george fox university,fuzzy
D3,Women,Basketball,2008,225548,Howard Payne,Howard Payne University,howard payne,howard payne university,fuzzy
D3,Women,Basketball,2007,150400,DePauw,DePauw University,depauw,depauw university,alias
D3,Women,Basketball,2006,170301,Hope,Hope College,hope college,hope college,exact
D2,Women,Indoor Track & Field,2023,126182,Adams State,Adams State University,adams state,adams state university,fuzzy
D2,Women,Indoor Track & Field,2022,428453,Minnesota State,Minnesota State Colleges and Universities System Office,minnesota state,minnesota state colleges and universities system office,alias
D2,Women,Indoor Track & Field,2021,170082,Grand Valley State,Grand Valley State University,grand valley state,grand valley state university,fuzzy
D2,Women,Indoor Track & Field,2019,126182,Adams State,Adams State University,adams state,adams state university,fuzzy
D2,Women,Indoor Track & Field,2017,126182,Adams State,Adams State University,adams state,adams state university,fuzzy
D2,Women,Indoor Track & Field,2015,176965,Central Missouri,University of Central Missouri,central missouri,university of central missouri,fuzzy
D2,Women,Indoor Track & Field,2014,126182,Adams State,Adams State University,adams state,adams state university,fuzzy
D2,Women,Indoor Track & Field,2013,108232,Academy of Art,Academy of Art University,academy of art,academy of art university,fuzzy
D2,Women,Indoor Track & Field,2012,170082,Grand Valley State,Grand Valley State University,grand valley state,grand valley state university,fuzzy
D2,Women,Indoor Track & Field,2011,170082,Grand Valley State,Grand Valley State University,grand valley state,grand valley state university,fuzzy
D2,Women,Indoor Track & Field,2008,126182,Adams State,Adams State University,adams state,adams state university,fuzzy
D1,Women,Swimming & Diving,2023,234076,Virginia,University of Virginia-Main Campus,university of virginia-main campus,university of virginia main campus,fuzzy
D1,Women,Swimming & Diving,2022,234076,Virginia,University of Virginia-Main Campus,university of virginia-main campus,university of virginia main campus,fuzzy
D1,Women,Swimming & Diving,2021,234076,Virginia,University of Virginia-Main Campus,university of virginia-main campus,university of virginia main campus,fuzzy
D1,Women,Swimming & Diving,2019,243744,Stanford,Stanford University,stanford,stanford university,fuzzy
D1,Women,Swimming & Diving,2018,243744,Stanford,Stanford University,stanford,stanford university,fuzzy
D1,Women,Swimming & Diving,2017,243744,Stanford,Stanford University,stanford,stanford university,fuzzy
D1,Women,Swimming & Diving,2016,139959,Georgia,University of Georgia,university of georgia,university of georgia,exact
D1,Women,Swimming & Diving,2015,110635,California,University of California-Berkeley,university of california berkeley,university of california berkeley,exact
D1,Women,Swimming & Diving,2014,139959,Georgia,University of Georgia,university of georgia,university of georgia,exact
D1,Women,Swimming & Diving,2013,139959,Georgia,University of Georgia,university of georgia,university of georgia,exact
D1,Women,Swimming & Diving,2012,110635,California,University of California-Berkeley,university of california berkeley,university of california berkeley,exact
D1,Women,Swimming & Diving,2011,110635,California,University of California-Berkeley,university of california berkeley,university of california berkeley,exact
D1,Women,Swimming & Diving,2010,134130,Florida,University of Florida,university of florida,university of florida,exact
D1,Women,Swimming & Diving,2009,110635,California,University of California-Berkeley,university of california berkeley,university of california berkeley,exact
D1,Women,Swimming & Diving,2008,104179,Arizona,University of Arizona,university of arizona,university of arizona,exact
D1,Women,Swimming & Diving,2007,100858,Auburn,Auburn University,auburn university,auburn university,exact
D1,Women,Swimming & Diving,2006,100858,Auburn,Auburn University,auburn university,auburn university,exact
D1,Women,Swimming & Diving,2005,139959,Georgia,University of Georgia,university of georgia,university of georgia,exact
D1,Women,Swimming & Diving,2004,100858,Auburn,Auburn University,auburn university,auburn university,exact
D1,Men,Soccer,2023,217882,Clemson,Clemson University,clemson university,clemson university,exact
D1,Men,Soccer,2022,196413,Syracuse,Syracuse University,syracuse university,syracuse university,exact
D1,Men,Soccer,2021,217882,Clemson,Clemson University,clemson university,clemson university,exact
D1,Men,Soccer,2020,237525,Marshall,Marshall University,marshall university,marshall university,exact
D1,Men,Soccer,2019,131496,Georgetown,Georgetown University,georgetown,georgetown university,fuzzy
D1,Men,Soccer,2018,163286,Maryland,University of Maryland-College Park,university of maryland college park,university of maryland college park,exact
D1,Men,Soccer,2017,243744,Stanford,Stanford University,stanford,stanford university,fuzzy
D1,Men,Soccer,2016,243744,Stanford,Stanford University,stanford,stanford university,fuzzy
D1,Men,Soccer,2015,243744,Stanford,Stanford University,stanford,stanford university,fuzzy
D1,Men,Soccer,2014,234076,Virginia,University of Virginia-Main Campus,university of virginia-main campus,university of virginia main campus,fuzzy
D1,Men,Soccer,2013,152080,Notre Dame,University of Notre Dame,university of notre dame,university of notre dame,exact
D1,Men,Soccer,2012,151351,Indiana,Indiana University-Bloomington,indiana university bloomington,indiana university bloomington,exact
D1,Men,Soccer,2011,199120,North Carolina,University of North Carolina at Chapel Hill,university of north carolina at chapel hill,university of north carolina at chapel hill,exact
D1,Men,Soccer,2010,200800,Akron,University of Akron Main Campus,university of akron main campus,university of akron main campus,exact
D1,Men,Soccer,2009,234076,*Virginia,University of Virginia-Main Campus,university of virginia-main campus,university of virginia main campus,fuzzy
D1,Men,Soccer,2008,163286,Maryland,University of Maryland-College Park,university of maryland college park,university of maryland college park,exact
D1,Men,Soccer,2007,199847,Wake Forest,Wake Forest University,wake forest,wake forest university,fuzzy
D1,Men,Soccer,2005,163286,Maryland,University of Maryland-College Park,university of maryland college park,university of maryland college park,exact
D1,Men,Soccer,2004,151351,*Indiana,Indiana University-Bloomington,indiana university bloomington,indiana university bloomington,exact
D1,Men,Baseball,2023,159391,LSU,Louisiana State University and Agricultural & Mechanical College,louisiana state university and agricultural mechanical college,louisiana state university and agricultural  mechanical college,fuzzy
D1,Men,Baseball,2022,176017,Ole Miss,University of Mississippi,university of mississippi,university of mississippi,exact
D1,Men,Baseball,2021,176080,Mississippi State,Mississippi State University,mississippi state,mississippi state university,fuzzy
D1,Men,Baseball,2019,221999,Vanderbilt,Vanderbilt University,vanderbilt,vanderbilt university,fuzzy
D1,Men,Baseball,2018,209542,Oregon State,Oregon State University,oregon state,oregon state university,fuzzy
D1,Men,Baseball,2017,134130,Florida,University of Florida,university of florida,university of florida,exact
D1,Men,Baseball,2016,218724,Coastal Carolina,Coastal Carolina University,coastal carolina,coastal carolina university,fuzzy
D1,Men,Baseball,2015,234076,Virginia,University of Virginia-Main Campus,university of virginia-main campus,university of virginia main campus,fuzzy
D1,Men,Baseball,2014,221999,Vanderbilt,Vanderbilt University,vanderbilt,vanderbilt university,fuzzy
D1,Men,Baseball,2013,110662,* UCLA,University of California-Los Angeles,university of california los angeles,university of california los angeles,exact
D1,Men,Baseball,2012,104179,* Arizona,University of Arizona,university of arizona,university of arizona,exact
D1,Men,Baseball,2011,218663,* South Carolina,University of South Carolina-Columbia,university of south carolina columbia,university of south carolina columbia,exact
D1,Men,Baseball,2010,218663,South Carolina,University of South Carolina-Columbia,university of south carolina columbia,university of south carolina columbia,exact
D1,Men,Baseball,2009,159391,LSU,Louisiana State University and Agricultural & Mechanical College,louisiana state university and agricultural mechanical college,louisiana state university and agricultural  mechanical college,fuzzy
D1,Men,Baseball,2007,209542,* Oregon State,Oregon State University,oregon state,oregon state university,fuzzy
D1,Men,Baseball,2006,209542,Oregon State,Oregon State University,oregon state,oregon state university,fuzzy
D1,Men,Baseball,2005,228778,* Texas,The University of Texas at Austin,university of texas at austin,university of texas at austin,exact
D1,Women,Cross Country,2020,230038,BYU,Brigham Young University,brigham young university,brigham young university,exact
D1,Women,Cross Country,2019,106245,Arkansas,University of Arkansas at Little Rock,arkansas,university of arkansas at little rock,fuzzy
D1,Women,Cross Country,2018,126580,Colorado,University of Colorado Colorado Springs,colorado,university of colorado colorado springs,fuzzy
D1,Women,Cross Country,2017,187648,New Mexico,Eastern New Mexico University-Main Campus,new mexico,eastern new mexico university main campus,fuzzy
D1,Women,Cross Country,2016,209551,Oregon,University of Oregon,university of oregon,university of oregon,exact
D1,Women,Cross Country,2015,187648,New Mexico,Eastern New Mexico University-Main Campus,new mexico,eastern new mexico university main campus,fuzzy
D1,Women,Cross Country,2014,171100,Michigan State,Michigan State University,michigan state,michigan state university,fuzzy
D1,Women,Cross Country,2013,180258,Providence,University of Providence,providence,university of providence,fuzzy
D1,Women,Cross Country,2012,209551,Oregon,University of Oregon,university of oregon,university of oregon,exact
D1,Women,Cross Country,2011,131496,Georgetown,Georgetown University,georgetown,georgetown university,fuzzy
D1,Women,Cross Country,2010,216597,Villanova,Villanova University,villanova,villanova university,fuzzy
D1,Women,Cross Country,2009,216597,Villanova,Villanova University,villanova,villanova university,fuzzy
D1,Women,Cross Country,2008,131469,Washington,George Washington University,washington,george washington university,fuzzy
D1,Women,Cross Country,2007,243744,Stanford,Stanford University,stanford,stanford university,fuzzy
D1,Women,Cross Country,2006,243744,Stanford,Stanford University,stanford,stanford university,fuzzy
D1,Women,Cross Country,2005,243744,Stanford,Stanford University,stanford,stanford university,fuzzy
D1,Women,Cross Country,2004,126580,Colorado,University of Colorado Colorado Springs,colorado,university of colorado colorado springs,fuzzy
D2,Men,Indoor Track & Field,2023,155681,Pittsburg State,Pittsburg State University,pittsburg state,pittsburg state university,fuzzy
D2,Men,Indoor Track & Field,2022,170082,Grand Valley State,Grand Valley State University,grand valley state,grand valley state university,fuzzy
D2,Men,Indoor Track & Field,2021,201104,Ashland,Ashland University,ashland,ashland university,fuzzy
D2,Men,Indoor Track & Field,2019,201104,Ashland,Ashland University,ashland,ashland university,fuzzy
D2,Men,Indoor Track & Field,2018,155681,Pittsburg State,Pittsburg State University,pittsburg state,pittsburg state university,fuzzy
D2,Men,Indoor Track & Field,2017,206048,Tiffin,Tiffin University,tiffin,tiffin university,fuzzy
D2,Men,Indoor Track & Field,2016,206048,Tiffin,Tiffin University,tiffin,tiffin university,fuzzy
D2,Men,Indoor Track & Field,2015,126182,Adams State,Adams State University,adams state,adams state university,fuzzy
D2,Men,Indoor Track & Field,2012,104717,Grand Canyon,Grand Canyon University,grand canyon,grand canyon university,fuzzy
D2,Men,Indoor Track & Field,2011,222178,Abilene Christian,Abilene Christian University,abilene christian,abilene christian university,fuzzy
D2,Men,Indoor Track & Field,2010,126182,Adams State,Adams State University,adams state,adams state university,fuzzy
D2,Men,Indoor Track & Field,2005,222178,Abilene Christian,Abilene Christian University,abilene christian,abilene christian university,fuzzy
D2,Men,Indoor Track & Field,2004,222178,Abilene Christian,Abilene Christian University,abilene christian,abilene christian university,fuzzy
D1,Women,Softball,2023,207500,*Oklahoma,University of Oklahoma-Norman Campus,university of oklahoma norman campus,university of oklahoma norman campus,exact
D1,Women,Softball,2022,207500,*Oklahoma,University of Oklahoma-Norman Campus,university of oklahoma norman campus,university of oklahoma norman campus,exact
D1,Women,Softball,2021,207500,Oklahoma,University of Oklahoma-Norman Campus,university of oklahoma norman campus,university of oklahoma norman campus,exact
D1,Women,Softball,2019,110662,*UCLA,University of California-Los Angeles,university of california los angeles,university of california los angeles,exact
D1,Women,Softball,2018,134097,*Florida State,Florida State University,florida state university,florida state university,exact
D1,Women,Softball,2017,207500,*Oklahoma,University of Oklahoma-Norman Campus,university of oklahoma norman campus,university of oklahoma norman campus,exact
D1,Women,Softball,2016,207500,Oklahoma,University of Oklahoma-Norman Campus,university of oklahoma norman campus,university of oklahoma norman campus,exact
D1,Women,Softball,2015,134130,Florida,University of Florida,university of florida,university of florida,exact
D1,Women,Softball,2014,134130,*Florida,University of Florida,university of florida,university of florida,exact
D1,Women,Softball,2013,207500,*Oklahoma,University of Oklahoma-Norman Campus,university of oklahoma norman campus,university of oklahoma norman campus,exact
D1,Women,Softball,2012,100751,Alabama,The University of Alabama,university of alabama,university of alabama,exact
D1,Women,Softball,2011,104151,*Arizona State,Arizona State University Campus Immersion,arizona state,arizona state university campus immersion,fuzzy
D1,Women,Softball,2010,110662,*UCLA,University of California-Los Angeles,university of california los angeles,university of california los angeles,exact
D1,Women,Softball,2009,131469,Washington,George Washington University,washington,george washington university,fuzzy
D1,Women,Softball,2008,104151,*Arizona State,Arizona State University Campus Immersion,arizona state,arizona state university campus immersion,fuzzy
D1,Women,Softball,2007,104179,Arizona,University of Arizona,university of arizona,university of arizona,exact
D1,Women,Softball,2006,104179,Arizona,University of Arizona,university of arizona,university of arizona,exact
D1,Women,Softball,2005,170976,Michigan,University of Michigan-Ann Arbor,university of michigan ann arbor,university of michigan ann arbor,exact
D1,Women,Softball,2004,110662,UCLA,University of California-Los Angeles,university of california los angeles,university of california los angeles,exact
D3,Men,Tennis,2023,201645,Case Western,Case Western Reserve University,case western,case western reserve university,fuzzy
D3,Men,Tennis,2021,139658,Emory,Emory University,emory,emory university,fuzzy
D3,Men,Tennis,2019,139658,Emory,Emory University,emory,emory university,fuzzy
D3,Men,Tennis,2018,119058,Middlebury,Middlebury Institute of International Studies at Monterey,middlebury,middlebury institute of international studies at monterey,fuzzy
D3,Men,Tennis,2017,139658,Emory,Emory University,emory,emory university,fuzzy
D3,Men,Tennis,2016,161004,Bowdoin,Bowdoin College,bowdoin,bowdoin college,fuzzy
D3,Men,Tennis,2014,164465,Amherst,Amherst College,amherst,amherst college,fuzzy
D3,Men,Tennis,2013,168342,Williams,Williams College,williams college,williams college,exact
D3,Men,Tennis,2012,139658,Emory,Emory University,emory,emory university,fuzzy
D3,Men,Tennis,2011,164465,Amherst,Amherst College,amherst,amherst college,fuzzy
D3,Men,Tennis,2010,119058,Middlebury,Middlebury Institute of International Studies at Monterey,middlebury,middlebury institute of international studies at monterey,fuzzy
D3,Men,Tennis,2009,110714,UC Santa Cruz,University of California-Santa Cruz,uc santa cruz,university of california santa cruz,alias
D3,Men,Tennis,2007,110714,UC Santa Cruz,University of California-Santa Cruz,uc santa cruz,university of california santa cruz,alias
D3,Men,Tennis,2006,139658,Emory,Emory University,emory,emory university,fuzzy
D3,Men,Tennis,2005,110714,UC Santa Cruz,University of California-Santa Cruz,uc santa cruz,university of california santa cruz,alias
D3,Men,Tennis,2004,119058,Middlebury,Middlebury Institute of International Studies at Monterey,middlebury,middlebury institute of international studies at monterey,fuzzy
D3,Men,Football,2023,196149,Cortland,State University of New York at Cortland,cortland,state university of new york at cortland,fuzzy
D3,Men,Football,2021,226471,Mary Hardin-Baylor,University of Mary Hardin-Baylor,mary hardin baylor,university of mary hardin baylor,fuzzy
D3,Men,Football,2018,226471,Mary Hardin-Baylor,University of Mary Hardin-Baylor,mary hardin baylor,university of mary hardin baylor,fuzzy
D3,Men,Football,2017,204185,Mount Union,University of Mount Union,mount union,university of mount union,fuzzy
D3,Men,Football,2016,226471,Mary Hardin-Baylor,University of Mary Hardin-Baylor,mary hardin baylor,university of mary hardin baylor,fuzzy
D3,Men,Football,2015,204185,Mount Union,University of Mount Union,mount union,university of mount union,fuzzy
D3,Men,Football,2014,240189,Wisconsin-Whitewater,University of Wisconsin-Whitewater,wisconsin whitewater,university of wisconsin whitewater,fuzzy
D3,Men,Football,2013,240189,Wisconsin-Whitewater,University of Wisconsin-Whitewater,wisconsin whitewater,university of wisconsin whitewater,fuzzy
D3,Men,Football,2012,204185,Mount Union,University of Mount Union,mount union,university of mount union,fuzzy
D3,Men,Football,2011,240189,Wisconsin-Whitewater,University of Wisconsin-Whitewater,wisconsin whitewater,university of wisconsin whitewater,fuzzy
D3,Men,Football,2010,240189,Wisconsin-Whitewater,University of Wisconsin-Whitewater,wisconsin whitewater,university of wisconsin whitewater,fuzzy
D3,Men,Football,2009,240189,Wisconsin-Whitewater,University of Wisconsin-Whitewater,wisconsin whitewater,university of wisconsin whitewater,fuzzy
D3,Men,Football,2008,204185,Mount Union,University of Mount Union,mount union,university of mount union,fuzzy
D3,Men,Football,2007,240189,Wisconsin-Whitewater,University of Wisconsin-Whitewater,wisconsin whitewater,university of wisconsin whitewater,fuzzy
D3,Men,Football,2006,204185,Mount Union,University of Mount Union,mount union,university of mount union,fuzzy
D3,Men,Football,2005,204185,Mount Union,University of Mount Union,mount union,university of mount union,fuzzy
D3,Men,Football,2004,209065,Linfield,Linfield University,linfield,linfield university,fuzzy
D1,Women,Golf,2023,199847,Wake Forest,Wake Forest University,wake forest,wake forest university,fuzzy
D1,Women,Golf,2022,243744,Stanford,Stanford University,stanford,stanford university,fuzzy
D1,Women,Golf,2021,176017,Ole Miss,University of Mississippi,university of mississippi,university of mississippi,exact
D1,Women,Golf,2019,198419,Duke,Duke University,duke,duke university,fuzzy
D1,Women,Golf,2018,104179,Arizona,University of Arizona,university of arizona,university of arizona,exact
D1,Women,Golf,2017,104151,Arizona State,Arizona State University Campus Immersion,arizona state,arizona state university campus immersion,fuzzy
D1,Women,Golf,2016,131469,Washington,George Washington University,washington,george washington university,fuzzy
D1,Women,Golf,2015,243744,Stanford,Stanford University,stanford,stanford university,fuzzy
D1,Women,Golf,2014,198419,Duke,Duke University,duke,duke university,fuzzy
D1,Women,Golf,2013,123961,Southern California,University of Southern California,university of southern california,university of southern california,exact
D1,Women,Golf,2012,100751,Alabama,The University of Alabama,university of alabama,university of alabama,exact
D1,Women,Golf,2011,110662,UCLA,University of California-Los Angeles,university of california los angeles,university of california los angeles,exact
D1,Women,Golf,2010,151102,Purdue,Purdue University Fort Wayne,purdue,purdue university fort wayne,fuzzy
D1,Women,Golf,2009,104151,Arizona State,Arizona State University Campus Immersion,arizona state,arizona state university campus immersion,fuzzy
D1,Women,Golf,2008,123961,Southern California,University of Southern California,university of southern california,university of southern california,exact
D1,Women,Golf,2007,198419,Duke,Duke University,duke,duke university,fuzzy
D1,Women,Golf,2006,198419,Duke,Duke University,duke,duke university,fuzzy
D1,Women,Golf,2005,198419,Duke,Duke University,duke,duke university,fuzzy
D1,Women,Golf,2004,110662,UCLA,University of California-Los Angeles,university of california los angeles,university of california los angeles,exact
D3,Women,Indoor Track & Field,2023,240329,Wisconsin-La Crosse,University of Wisconsin-La Crosse,wisconsin la crosse,university of wisconsin la crosse,fuzzy
D3,Women,Indoor Track & Field,2022,153825,Loras,Loras College,loras,loras college,fuzzy
D3,Women,Indoor Track & Field,2019,168342,Williams,Williams College,williams college,williams college,exact
D3,Women,Indoor Track & Field,2016,201195,Baldwin Wallace,Baldwin Wallace University,baldwin wallace,baldwin wallace university,fuzzy
D3,Women,Indoor Track & Field,2015,240329,Wisconsin-La Crosse,University of Wisconsin-La Crosse,wisconsin la crosse,university of wisconsin la crosse,fuzzy
D3,Women,Indoor Track & Field,2014,240365,Wisconsin-Oshkosh,University of Wisconsin-Oshkosh,wisconsin oshkosh,university of wisconsin oshkosh,fuzzy
D3,Women,Indoor Track & Field,2013,240365,Wisconsin-Oshkosh,University of Wisconsin-Oshkosh,wisconsin oshkosh,university of wisconsin oshkosh,fuzzy
D3,Women,Indoor Track & Field,2012,154527,Wartburg,Wartburg College,wartburg,wartburg college,fuzzy
D3,Women,Indoor Track & Field,2011,240365,Wisconsin-Oshkosh,University of Wisconsin-Oshkosh,wisconsin oshkosh,university of wisconsin oshkosh,fuzzy
D3,Women,Indoor Track & Field,2010,154527,Wartburg,Wartburg College,wartburg,wartburg college,fuzzy
D3,Women,Indoor Track & Field,2009,154527,Wartburg,Wartburg College,wartburg,wartburg college,fuzzy
D3,Women,Indoor Track & Field,2008,145646,Illinois Wesleyan,Illinois Wesleyan University,illinois wesleyan,illinois wesleyan university,fuzzy
D3,Women,Indoor Track & Field,2007,168342,Williams,Williams College,williams college,williams college,exact
D3,Women,Indoor Track & Field,2006,240365,Wisconsin-Oshkosh,University of Wisconsin-Oshkosh,wisconsin oshkosh,university of wisconsin oshkosh,fuzzy
D3,Women,Indoor Track & Field,2005,240365,Wisconsin-Oshkosh,University of Wisconsin-Oshkosh,wisconsin oshkosh,university of wisconsin oshkosh,fuzzy
D3,Women,Indoor Track & Field,2004,240365,Wisconsin-Oshkosh,University of Wisconsin-Oshkosh,wisconsin oshkosh,university of wisconsin oshkosh,fuzzy
D2,Women,Tennis,2023,132471,Barry,Barry University,barry,barry university,fuzzy
D2,Women,Tennis,2022,132471,Barry,Barry University,barry,barry university,fuzzy
D2,Women,Tennis,2021,132471,Barry,Barry University,barry,barry university,fuzzy
D2,Women,Tennis,2019,132471,Barry,Barry University,barry,barry university,fuzzy
D2,Women,Tennis,2018,132471,Barry,Barry University,barry,barry university,fuzzy
D2,Women,Tennis,2017,132471,Barry,Barry University,barry,barry university,fuzzy
D2,Women,Tennis,2014,132471,Barry,Barry University,barry,barry university,fuzzy
D2,Women,Tennis,2011,132471,Barry,Barry University,barry,barry university,fuzzy
D3,Men,Basketball,2023,231712,Christopher Newport,Christopher Newport University,christopher newport,christopher newport university,fuzzy
D3,Men,Basketball,2022,233295,Randolph-Macon,Randolph-Macon College,randolph macon,randolph macon college,alias
D3,Men,Basketball,2019,240365,Wisconsin-Oshkosh,University of Wisconsin-Oshkosh,wisconsin oshkosh,university of wisconsin oshkosh,fuzzy
D3,Men,Basketball,2018,181446,Nebraska Wesleyan,Nebraska Wesleyan University,nebraska wesleyan,nebraska wesleyan university,fuzzy
D3,Men,Basketball,2017,164580,Babson,Babson College,babson,babson college,fuzzy
D3,Men,Basketball,2015,240480,Wisconsin-Stevens Point,University of Wisconsin-Stevens Point,wisconsin stevens point,university of wisconsin stevens point,fuzzy
D3,Men,Basketball,2014,240189,Wisconsin-Whitewater,University of Wisconsin-Whitewater,wisconsin whitewater,university of wisconsin whitewater,fuzzy
D3,Men,Basketball,2013,164465,Amherst,Amherst College,amherst,amherst college,fuzzy
D3,Men,Basketball,2012,240189,Wisconsin-Whitewater,University of Wisconsin-Whitewater,wisconsin whitewater,university of wisconsin whitewater,fuzzy
D3,Men,Basketball,2011,137476,St. Thomas,St. Thomas University,st thomas,st thomas university,fuzzy
D3,Men,Basketball,2010,240480,Wisconsin-Stevens Point,University of Wisconsin-Stevens Point,wisconsin stevens point,university of wisconsin stevens point,fuzzy
D3,Men,Basketball,2007,164465,Amherst,Amherst College,amherst,amherst college,fuzzy
D3,Men,Basketball,2006,234173,Virginia Wesleyan,Virginia Wesleyan University,virginia wesleyan,virginia wesleyan university,fuzzy
D3,Men,Basketball,2005,240480,Wisconsin-Stevens Point,University of Wisconsin-Stevens Point,wisconsin stevens point,university of wisconsin stevens point,fuzzy
D3,Men,Basketball,2004,240480,Wisconsin-Stevens Point,University of Wisconsin-Stevens Point,wisconsin stevens point,university of wisconsin stevens point,fuzzy
D2,Women,Softball,2023,482680,*North Georgia,University of North Georgia,north georgia,university of north georgia,fuzzy
D2,Women,Softball,2022,207661,Rogers State,Rogers State University,rogers state,rogers state university,fuzzy
D2,Women,Softball,2018,151306,*Southern Indiana,University of Southern Indiana,southern indiana,university of southern indiana,fuzzy
